"id","lokalisationsname","messwert_von","messwert_bis","temporegime","temporegime_technical","umgesetzt_datum","rechtskraeftig_datum","publiziert_vsi_datum","ausnahmen_fahrverbot","fahrverbot_ssv","objectid"
"4241","namenlos427","0.00000000","51.12800000","T50","T50","","","","","","9166"
"4606","Limmattalstrasse","0.00000000","1268.25600000","T50","T50","","","","","","9167"
"4607","Hadlaubsteig","214.63700000","514.71300000","Fahrverbot","T0","","","","","","9168"
"4608","namenlos186","0.00000000","198.22700000","Fahrverbot","T0","","","","","","9169"
"4612","Sihlpromenade","813.17200000","1113.95400000","Fahrverbot","T0","","","","","","9170"
"4614","Sunnige Hof","175.24000000","216.49100000","T30","T30","","","","","","9171"
"4615","Sonnenbergstrasse","1217.97600000","1306.39500000","T30","T30","","","","","","9172"
"4616","namenlos16","326.69800000","387.91100000","Fahrverbot","T0","","","","","","9173"
"4619","Leutschenbachstrasse","0.00000000","305.10000000","T30","T30","","","","","","9174"
"4621","namenlos407","0.00000000","167.02500000","Fahrverbot","T0","","","","","","9175"
"4808","namenlos280","0.00000000","102.34300000","Fahrverbot","T0","","","","","","9176"
"4809","namenlos64","54.77500000","427.96700000","Fahrverbot","T0","","","","","","9177"
"4810","namenlos5","0.00000000","222.11300000","Fahrverbot","T0","","","","","","9178"
"2637","Riedhofstrasse","0.00000000","1524.62400000","T30","T30","","","","","","9179"
"2638","Wehrlisteig","0.00000000","564.51700000","Fahrverbot","T0","","","","","","9180"
"2644","Wiesliacher","0.00000000","393.51700000","T30","T30","","","","","","9181"
"2645","Winkelstrasse","0.00000000","151.92300000","Fahrverbot","T0","","","","","","9182"
"3673","Winzerhalde","43.51300000","804.75500000","T30","T30","","","","","","9183"
"3674","Hohlstrasse","192.39700000","295.86300000","T30","T30","","","","","","9184"
"3675","Brunnwiesenstrasse","147.89700000","440.78800000","T20","T20","","","","","","9185"
"3678","Gfellstrasse","0.00000000","97.64900000","T50","T50","","","","","","9186"
"3679","Grünmattstrasse","0.00000000","274.09800000","Fahrverbot","T0","","","","","","9187"
"2051","Bauherrenstrasse","0.00000000","413.14400000","T30","T30","","","","","","9188"
"4246","namenlos424","0.00000000","24.45000000","T30","T30","","","","","","9189"
"4247","Nidelbadstrasse","631.97400000","673.08900000","T30","T30","","","","","","9190"
"4249","namenlos432","0.00000000","17.17900000","T50","T50","","","","","","9191"
"4250","Schwendenholzweg","575.25100000","661.15000000","Fahrverbot","T0","","","","","","9192"
"3351","namenlos304","0.00000000","177.64000000","Fahrverbot","T0","","","","","","9193"
"3352","namenlos147","0.00000000","173.48900000","Fahrverbot","T0","","","","","","9194"
"3354","Stampfenbrunnenstrasse","418.56300000","459.67400000","T30","T30","","","","","","9195"
"3355","namenlos234","0.00000000","100.35300000","Fahrverbot","T0","","","","","","9196"
"3358","Widumweg","159.24900000","287.75700000","Fahrverbot","T0","","","","","","9197"
"4244","Opfikonstrasse","0.00000000","136.47600000","Fahrverbot","T0","","","","","","9198"
"4192","Kurhausstrasse","1757.42600000","1799.38600000","Fahrverbot","T0","","","","","","9199"
"4193","namenlos320","0.00000000","205.27300000","Fahrverbot","T0","","","","","","9200"
"4194","Paul-Clairmont-Strasse","347.39100000","696.83200000","T30","T30","","","","","","9201"
"4543","namenlos370","0.00000000","400.87000000","Fahrverbot","T0","","","","","","9202"
"4547","namenlos49","448.21400000","673.85500000","Fahrverbot","T0","","","","","","9203"
"4548","Katzenseestrasse","870.31200000","1408.14200000","Fahrverbot","T0","","","","","","9204"
"4549","Stettbacherrain","87.18500000","111.24600000","T30","T30","","","","","","9205"
"4550","Buchholzstrasse","857.11800000","977.92900000","T30","T30","","","","","","9206"
"4812","namenlos10","0.00000000","124.70500000","Fahrverbot","T0","","","","","","9207"
"4813","namenlos204","0.00000000","96.60100000","Fahrverbot","T0","","","","","","9208"
"4815","namenlos348","0.00000000","260.71300000","Fahrverbot","T0","","","","","","9209"
"4816","Carl-Wehrli-Weg","717.16500000","813.42300000","T50","T50","","","","","","9210"
"4819","namenlos61","101.84400000","246.21300000","Fahrverbot","T0","","","","","","9211"
"5140","Klingenstrasse","0.00000000","262.55600000","T30 tagsüber, Nachtfahrverbot","T30N0","20220531000000","","","","","9212"
"5142","Konradstrasse","55.07400000","523.11800000","T30 tagsüber, Nachtfahrverbot","T30N0","20220531000000","","","","","9213"
"5143","Müllerstrasse","0.00000000","103.52200000","T30 tagsüber, Nachtfahrverbot","T30N0","","","","","","9214"
"5146","Höschgasse","393.91600000","732.83400000","T50 tagüsber, T30 nachts","T50N30","20200813000000","","","","","9215"
"5147","Hardeggstrasse","0.00000000","58.64800000","T30","T30","20181123000000","","","","","9216"
"5149","Hardeggstrasse","58.64800000","199.81900000","T20","T20","20231221000000","20221021000000","","","","9217"
"3681","Künzlistrasse","0.00000000","452.81600000","T30","T30","","","","","","9218"
"3683","Brauerstrasse","204.19300000","373.24100000","T30","T30","","","","","","9219"
"3685","Tannenrain","0.00000000","105.94400000","Fahrverbot","T0","","","","","","9220"
"3686","Theaterstrasse","0.00000000","234.12400000","Fahrverbot","T0","","","","","","9221"
"3687","Thurgauerstrasse","0.00000000","551.92100000","T50","T50","","","","","","9222"
"3688","Tobeleggweg","458.64200000","550.72900000","Fahrverbot","T0","","","","","","9223"
"3690","Tram Albisriederplatz","0.00000000","71.55400000","Fahrverbot","T0","","","","","","9224"
"3691","Quellenstrasse","131.02600000","323.57200000","T30","T30","","","","","","9225"
"2868","Mühlehalde","0.00000000","129.06700000","T20","T20","","","","","","9226"
"2887","Alte Gockhauserstrasse","0.00000000","496.10700000","Fahrverbot","T0","","","","","","9227"
"2890","Forsthausstrasse","240.50600000","455.76800000","Fahrverbot","T0","","","","","","9228"
"2891","Im Sack","0.00000000","334.11700000","Fahrverbot","T0","","","","","","9229"
"3360","Albert-Steiner-Garten","0.00000000","270.45500000","Fahrverbot","T0","","","","","","9230"
"3361","Europaallee","0.00000000","363.18400000","T20","T20","20210715000000","","","","","9231"
"3362","Judith-Gessner-Platz","52.72700000","175.87500000","Fahrverbot","T0","","","","","","9232"
"3366","Im Trumeter","0.00000000","151.04500000","Fahrverbot","T0","","","","","","9233"
"3022","Hochstrasse","61.95700000","849.46200000","T30","T30","","","","","","9234"
"3023","Letzigraben","528.92600000","1532.60100000","T50","T50","","","","","","9235"
"3024","Rieterstrasse","0.00000000","1068.34100000","T30","T30","20200421000000","","","","","9236"
"3027","Niederdorfstrasse","0.00000000","49.85700000","Fahrverbot","T0","","","","","","9237"
"3029","Landenbergstrasse","133.34600000","191.27000000","T20","T20","20141117000000","","","","","9238"
"3030","Nürenbergweg","0.00000000","92.23600000","Fahrverbot","T0","","","","","","9239"
"3031","Hüttenkopfstrasse","70.60200000","628.15500000","T30","T30","","","","","","9240"
"3033","Dübendorfstrasse","0.00000000","1776.94900000","T50","T50","","","","","","9241"
"4552","Rehalpstrasse","809.72100000","904.89300000","Fahrverbot","T0","","","","","","9242"
"4554","Winterthurerstrasse","8018.91600000","8369.15300000","T50","T50","","","","","","9243"
"4556","namenlos74","0.00000000","178.26600000","T30","T30","","","","","","9244"
"4052","Unterholzstrasse","0.00000000","445.28800000","Fahrverbot","T0","","","","","","9245"
"4756","Hätzlergasse","240.14600000","447.47600000","Fahrverbot","T0","","","","","","9246"
"4759","namenlos168","0.00000000","221.66000000","Fahrverbot","T0","","","","","","9247"
"4761","namenlos62","0.00000000","349.36600000","Fahrverbot","T0","","","","","","9248"
"4762","namenlos209","40.49100000","144.32400000","Fahrverbot","T0","","","","","","9249"
"4763","namenlos264","0.00000000","85.06100000","Fahrverbot","T0","","","","","","9250"
"5153","Butzenstrasse","0.00000000","635.00800000","T30","T30","20190708000000","20180320000000","20130828000000","","","9251"
"4741","Flurstrasse","1363.61100000","1514.22200000","Fahrverbot","T0","","","","","","9252"
"4744","namenlos255","0.00000000","104.89800000","Fahrverbot","T0","","","","","","9253"
"4745","Erligatterweg","436.04900000","592.10700000","Fahrverbot","T0","","","","","","9254"
"4746","namenlos105","221.80100000","372.21100000","T30","T30","","","","","","9255"
"4747","namenlos416","0.00000000","516.54100000","Fahrverbot","T0","","","","","","9256"
"4748","namenlos270","0.00000000","161.66700000","Fahrverbot","T0","","","","","","9257"
"4750","namenlos338","0.00000000","75.48800000","Fahrverbot","T0","","","","","","9258"
"4752","namenlos400","0.00000000","161.86700000","Fahrverbot","T0","","","","","","9259"
"2893","Tram Tüffenwies","0.00000000","146.22200000","Fahrverbot","T0","","","","","","9260"
"2895","Holderbachweg","475.91800000","1459.26400000","Fahrverbot","T0","","","","","","9261"
"2898","Wässerlingweg","308.29800000","719.95800000","Fahrverbot","T0","","","","","","9262"
"3587","Idaplatz","50.01700000","120.76700000","Fahrverbot","T0","","","","","","9263"
"3589","Idaplatz","23.65300000","50.01700000","T30","T30","","","","","","9264"
"3590","Allmendstrasse","661.50500000","1014.69200000","T60","T60","","","","","","9265"
"3592","Bus Ausfahrt Uetlibergtunnel","0.00000000","107.85700000","T100","T100","","","","","","9266"
"3593","Allmendstrasse","4886.79400000","5228.76800000","T60","T60","","","","","","9267"
"3595","Allmendstrasse","589.65500000","661.50500000","T60","T60","","","","","","9268"
"3596","Turbinenstrasse","157.47000000","446.68500000","Fahrverbot","T0","","","","","","9269"
"3598","Röschibachplatz","149.02600000","187.21900000","Fahrverbot","T0","","","","","","9270"
"3034","Schaffhauserstrasse","0.00000000","377.66900000","T50","T50","","","","","","9271"
"3036","Kügeliloostrasse","116.03300000","407.50000000","T30","T30","","","","","","9272"
"3039","Am Rank","0.00000000","42.79200000","Fahrverbot","T0","","","","","","9273"
"3240","Brandholzstrasse","0.00000000","644.79900000","Fahrverbot","T0","","","","","","9274"
"3242","Tram Milchbuck","0.00000000","63.93100000","Fahrverbot","T0","","","","","","9275"
"3243","Zähringerstrasse","0.00000000","280.17600000","Fahrverbot","T0","","","","","","9276"
"3244","Benedikt-Fontana-Weg","122.17000000","186.93500000","Fahrverbot","T0","","","","","","9277"
"3247","Häringsplatz","0.00000000","41.48300000","Fahrverbot","T0","","","","","","9278"
"3249","Schwarzbächlistrasse","0.00000000","61.57800000","T50","T50","","","","","","9279"
"3250","Sempacherstrasse","194.32900000","604.44700000","T30","T30","","","","","","9280"
"3252","Gorwiden","0.00000000","264.16900000","T20","T20","20181112000000","","","","","9281"
"4764","namenlos54","235.30200000","320.39500000","Fahrverbot","T0","","","","","","9282"
"4765","namenlos7","0.00000000","458.88500000","Fahrverbot","T0","","","","","","9283"
"5033","Badenerstrasse","4500.07400000","4532.58500000","T50","T50","","","","","","9284"
"5034","Badenerstrasse","3130.47100000","3335.57300000","T50","T50","","","","","","9285"
"5035","Badenerstrasse","4144.89600000","4406.21200000","T50","T50","","","","","","9286"
"5038","Badenerstrasse","3969.86300000","4041.22600000","T50","T50","","","","","","9287"
"5039","Badenerstrasse","2808.50300000","2853.47500000","T50","T50","","","","","","9288"
"5040","Badenerstrasse","3550.99200000","3649.58500000","T50","T50","","","","","","9289"
"5041","Badenerstrasse","2368.30400000","2417.77000000","T50","T50","","","","","","9290"
"5045","Badenerstrasse","3335.57300000","3550.99200000","T50","T50","","","","","","9291"
"5047","Badenerstrasse","3915.16700000","3969.86300000","T50","T50","","","","","","9292"
"5049","Badenerstrasse","1785.72000000","2048.39800000","T50","T50","","","","","","9293"
"5050","Badenerstrasse","2614.61500000","2667.50700000","T50","T50","","","","","","9294"
"5054","Forellenweg","0.00000000","89.22800000","T50","T50","","","","","","9295"
"5055","Forellenweg","89.22800000","376.02800000","T50","T50","","","","","","9296"
"5056","Klosterfeldweg","41.17700000","413.25900000","Fahrverbot","T0","","","","","","9297"
"4755","Zürichholzstrasse","126.18400000","174.64100000","T30","T30","","","","","","9298"
"4622","Klosterweg","262.58800000","503.56300000","Fahrverbot","T0","","","","","","9299"
"4623","Grossmannstrasse","292.81900000","372.60300000","Fahrverbot","T0","","","","","","9300"
"4624","Am Oeschbrig","127.86700000","253.89600000","T30","T30","","","","","","9301"
"4626","namenlos24","0.00000000","156.71000000","Fahrverbot","T0","","","","","","9302"
"4628","Hürststrasse","581.52800000","760.18700000","Fahrverbot","T0","","","","","","9303"
"4630","Bernerstrasse Süd","2026.05500000","2183.26200000","T60","T60","","","","","","9304"
"4631","Kühriedweg","143.59200000","372.98200000","Fahrverbot","T0","","","","","","9305"
"4632","Mythenquai","1952.98100000","2153.17700000","T50","T50","20170106000000","","","","","9306"
"4634","Gratstrasse","559.30600000","692.07100000","Fahrverbot","T0","","","","","","9307"
"4636","Im Holzerhurd","236.11100000","269.50500000","T50","T50","","","","","","9308"
"4638","namenlos72","66.81200000","125.80400000","Fahrverbot","T0","","","","","","9309"
"4639","namenlos383","0.00000000","92.79300000","Fahrverbot","T0","","","","","","9310"
"4640","namenlos18","0.00000000","139.88700000","Fahrverbot","T0","","","","","","9311"
"4641","Reckenholzstrasse","623.25200000","994.63500000","Fahrverbot","T0","","","","","","9312"
"3599","Hurdäckerstrasse","216.81400000","310.92200000","T20","T20","","","","","","9313"
"3600","Lupinenweg","0.00000000","148.17400000","Fahrverbot","T0","","","","","","9314"
"3601","A3W Einfahrt West","0.00000000","382.64000000","T100","T100","","","","","","9315"
"3605","A3W Autobahnschlaufe West","351.11600000","610.51000000","T100","T100","","","","","","9316"
"3606","A3W Autobahnschlaufe West","0.00000000","351.11600000","T100","T100","","","","","","9317"
"3607","A3W Ausfahrt Ost","0.00000000","338.93500000","T100","T100","","","","","","9318"
"2646","Wipkingerplatz","0.00000000","231.81800000","T50","T50","","","","","","9319"
"2647","Wolfbachtobelweg","1007.44200000","1424.83500000","Fahrverbot","T0","","","","","","9320"
"4251","namenlos101","633.06900000","1632.32500000","Fahrverbot","T0","","","","","","9321"
"4252","namenlos433","0.00000000","97.32200000","Fahrverbot","T0","","","","","","9322"
"4256","Birchstrasse","3901.75000000","3937.65700000","T50","T50","","","","","","9323"
"4258","namenlos426","0.00000000","29.98600000","Fahrverbot","T0","","","","","","9324"
"4259","namenlos101","83.42100000","335.45500000","Fahrverbot","T0","","","","","","9325"
"4260","namenlos423","44.55900000","77.13300000","Fahrverbot","T0","","","","","","9326"
"4263","Birchstrasse","3755.82100000","3901.75000000","T50","T50","","","","","","9327"
"4266","A1","10340.17100000","10622.05600000","T100","T100","","","","","","9328"
"4267","A1","15332.68100000","16210.89400000","T120","T120","","","","","","9329"
"3368","Emil-Spillmann-Weg","622.41100000","869.95100000","Fahrverbot","T0","","","","","","9330"
"5057","Unterwerkstrasse","225.60100000","368.49300000","Fahrverbot","T0","","","","","","9331"
"4197","namenlos106","395.00600000","663.31000000","Fahrverbot","T0","","","","","","9332"
"4198","namenlos152","0.00000000","234.47800000","Fahrverbot","T0","","","","","","9333"
"4199","Oberer Heuelsteig","323.18600000","451.19800000","T30","T30","","","","","","9334"
"4202","namenlos324","0.00000000","109.03200000","Fahrverbot","T0","","","","","","9335"
"4203","namenlos104","0.00000000","90.37300000","T50","T50","","","","","","9336"
"4205","namenlos222","0.00000000","88.27300000","Fahrverbot","T0","","","","","","9337"
"4206","namenlos48","0.00000000","119.37600000","Fahrverbot","T0","","","","","","9338"
"4207","Steinbrüchelstrasse","262.82200000","327.20500000","T30","T30","","","","","","9339"
"4208","namenlos325","0.00000000","195.76400000","T50","T50","","","","","","9340"
"4211","namenlos179","0.00000000","219.13200000","Fahrverbot","T0","","","","","","9341"
"4388","namenlos263","0.00000000","79.35200000","Fahrverbot","T0","","","","","","9342"
"4389","namenlos279","0.00000000","142.47600000","Fahrverbot","T0","","","","","","9343"
"4390","namenlos276","0.00000000","136.61000000","Fahrverbot","T0","","","","","","9344"
"4391","namenlos252","0.00000000","106.12800000","Fahrverbot","T0","","","","","","9345"
"4392","namenlos244","0.00000000","141.61000000","Fahrverbot","T0","","","","","","9346"
"4393","namenlos259","94.06400000","296.58000000","Fahrverbot","T0","","","","","","9347"
"4643","Stöckenhaldenweg","1423.31500000","1766.89600000","Fahrverbot","T0","","","","","","9348"
"2649","Ausstellungsstrasse","0.00000000","641.99000000","T30","T30","","","","","","9349"
"2653","Affolternstrasse","739.44900000","1478.36500000","T30","T30","","","","","","9350"
"2654","Zielweg","595.38500000","994.04000000","Fahrverbot","T0","","","","","","9351"
"3692","Zwidenweg","0.00000000","301.14600000","Fahrverbot","T0","","","","","","9352"
"3696","Jungholzstrasse","0.00000000","156.47600000","T30","T30","20191016000000","","","","","9353"
"3697","Friedheimstrasse","0.00000000","89.00400000","T50","T50","","","","","","9354"
"3698","Rötelstrasse","316.43500000","1147.65300000","T50","T50","","","","","","9355"
"3700","Dufourstrasse","0.00000000","228.49000000","T30","T30","20140516000000","","","","","9356"
"3702","Hammerstrasse","0.00000000","280.50000000","T50","T50","","","","","","9357"
"3369","Regensbergstrasse","680.98300000","1427.85000000","T30","T30","","","","","","9358"
"3370","Medikerweg","0.00000000","447.42000000","Fahrverbot","T0","","","","","","9359"
"3373","Meier-Bosshard-Strasse","0.00000000","130.08900000","T30","T30","","","","","","9360"
"3374","Aubruggstrasse","0.00000000","849.36200000","T50","T50","","","","","","9361"
"3375","Meierwiesenstrasse","93.16700000","534.41900000","T30","T30","","","","","","9362"
"3376","Hegenmatt","0.00000000","183.69800000","T30","T30","","","","","","9363"
"3377","Kanzleistrasse","0.00000000","140.08100000","T50","T50","","","","","","9364"
"3378","Obere Waidstrasse","1000.08300000","1325.32000000","T50","T50","","","","","","9365"
"4042","Steinwiesstrasse","180.84400000","662.62500000","T30","T30","","","","","","9366"
"4045","Riedenhaldenstrasse","83.79500000","973.87900000","T30","T30","","","","","","9367"
"4557","Brunnenhofstrasse","36.18800000","134.88300000","T30","T30","","","19920512000000","","","9368"
"4558","namenlos366","0.00000000","75.73400000","Fahrverbot","T0","","","","","","9369"
"4559","namenlos20","0.00000000","165.39900000","T30","T30","","","","","","9370"
"4560","namenlos27","0.00000000","274.21200000","Fahrverbot","T0","","","","","","9371"
"4561","Im Mittelleimbach","248.00200000","295.10300000","Fahrverbot","T0","","","","","","9372"
"4562","Bändlistrasse","1376.62400000","1678.04700000","T60","T60","","","","","","9373"
"4565","Arianestrasse","64.55000000","495.77200000","T50","T50","","","","","","9374"
"4567","namenlos356","0.00000000","88.29600000","Fahrverbot","T0","","","","","","9375"
"4569","Aubruggweg","55.85800000","439.42400000","Fahrverbot","T0","","","","","","9376"
"4570","Regulastrasse","83.39400000","300.27500000","T30","T30","","","","","","9377"
"4822","namenlos413","88.04500000","160.03800000","Fahrverbot","T0","","","","","","9378"
"4823","namenlos387","0.00000000","120.28500000","T30","T30","","","","","","9379"
"4826","Regulastrasse","300.27500000","372.05600000","T30","T30","","","","","","9380"
"4827","namenlos58","0.00000000","318.23700000","Fahrverbot","T0","","","","","","9381"
"4828","namenlos30","0.00000000","134.13000000","Fahrverbot","T0","","","","","","9382"
"4829","namenlos276","344.43400000","463.37200000","Fahrverbot","T0","","","","","","9383"
"4832","namenlos32","412.98000000","711.65700000","Fahrverbot","T0","","","","","","9384"
"4833","Zwirnerstrasse","774.40000000","848.84200000","Fahrverbot","T0","","","","","","9385"
"4834","namenlos267","0.00000000","230.21600000","Fahrverbot","T0","","","","","","9386"
"4835","namenlos342","0.00000000","185.85300000","Fahrverbot","T0","","","","","","9387"
"5100","Remisenstrasse","49.60700000","292.27700000","T50","T50","","","","","","9388"
"5106","Stampfenbachstrasse","404.84900000","1298.79300000","T50","T50","","","","","","9389"
"5108","Letzibachweg","227.01400000","612.85600000","Fahrverbot","T0","","","","","","9390"
"3703","Am Wasser","0.00000000","921.74100000","T30","T30","20181012000000","","","","","9391"
"3704","Luisenstrasse","0.00000000","75.99800000","Fahrverbot","T0","","","","","","9392"
"3705","Werdstrasse","0.00000000","440.87100000","T50","T50","","","","","","9393"
"2899","Albisgütliweg","0.00000000","829.33800000","Fahrverbot","T0","","","","","","9394"
"2900","Kappenbühlweg","357.19800000","507.30900000","Fahrverbot","T0","","","","","","9395"
"2903","Höcklerweg","125.84600000","792.33100000","Fahrverbot","T0","","","","","","9396"
"2906","Rüdenplatz","62.40600000","121.47000000","Fahrverbot","T0","","","","","","9397"
"2907","Regina-Kägi-Strasse","29.78200000","193.10500000","Fahrverbot","T0","20140925000000","","","","","9398"
"2909","Feldeggstrasse","349.97200000","800.42100000","T30","T30","","","","","","9399"
"4046","Max-Högger-Strasse","0.00000000","352.17600000","T50","T50","","","","","","9400"
"4047","Zürichbergstrasse","91.14400000","244.90300000","T30","T30","","","","","","9401"
"4049","Schwamendingenstrasse","0.00000000","353.60100000","T30","T30","20190920000000","","","","","9402"
"4050","Tannenweg","0.00000000","997.97800000","Fahrverbot","T0","","","","","","9403"
"5003","Oetenbachgasse","47.15600000","111.96700000","T50","T50","","","","","","9404"
"5005","Emilie-Lieberherr-Platz","8.49900000","44.48100000","Fahrverbot","T0","","","","","","9405"
"5007","Marie-Bürkli-Eck","0.00000000","6.58600000","Fahrverbot","T0","","","","","","9406"
"5009","Cassiopeiasteg","376.23000000","492.19100000","Fahrverbot","T0","","","","","2.01 Allgemeines Fahrverbot ","9407"
"5011","Lutherstrasse","129.19400000","213.76500000","T30","T30","","","","","","9408"
"5012","Emilie-Lieberherr-Platz","0.00000000","8.49900000","Fahrverbot","T0","","","","","","9409"
"5014","Farbhofstrasse","0.00000000","56.32400000","T30","T30","","","","","","9410"
"5015","Schipfe","337.56000000","346.29700000","Fahrverbot","T0","","","","","","9411"
"5016","Tram Escher-Wyss","780.41700000","835.45300000","Fahrverbot","T0","","","","","","9412"
"5019","Ernst-Zöbeli-Weg","79.27100000","195.95100000","Fahrverbot","T0","","","","","","9413"
"5020","Tram Hardbrücke","0.00000000","247.89700000","Fahrverbot","T0","","","","","","9414"
"4766","namenlos273","0.00000000","233.19800000","Fahrverbot","T0","","","","","","9415"
"4767","namenlos129","0.00000000","748.36200000","Fahrverbot","T0","","","","","","9416"
"4771","namenlos294","0.00000000","373.81900000","Fahrverbot","T0","","","","","","9417"
"4773","namenlos268","184.22900000","411.59900000","Fahrverbot","T0","","","","","","9418"
"5058","Tram Bahnhofquai","0.00000000","179.27200000","Fahrverbot","T0","","","","","","9419"
"5238","Dienerstrasse","0.00000000","216.30400000","T30 tagsüber, Nachtfahrverbot","T30N0","","","","","","9420"
"4820","namenlos129","748.36200000","914.56900000","Fahrverbot","T0","","","","","","9421"
"5109","Hürststrasse","262.16100000","389.74400000","T30","T30","","","","","","9422"
"5110","Heliosstrasse","71.69000000","259.57800000","T20","T20","20220607000000","","","","","9423"
"5113","Nordstrasse","1655.05900000","1836.27900000","T50","T50","","","","","","9424"
"5114","Nordstrasse","1836.27900000","2591.75200000","T30","T30","20220328000000","","","","","9425"
"5115","Eichhalde","0.00000000","87.08600000","T30","T30","","","","","","9426"
"5117","Felsenkellerweg","0.00000000","24.04900000","Fahrverbot","T0","","","","","","9427"
"5118","Moosstrasse","0.00000000","158.90700000","T20","T20","20220225000000","","","","","9428"
"5120","Moosstrasse","158.90700000","529.93100000","T30","T30","","","","","","9429"
"5122","Anna-Heer-Strasse","0.00000000","90.45500000","T20","T20","20211130000000","","","","","9430"
"5124","Bolleystrasse","358.72500000","466.99700000","T30","T30","","","","","","9431"
"2912","Ueberlandpark","0.00000000","968.83000000","Fahrverbot","T0","","","","","","9432"
"4382","namenlos359","0.00000000","272.11700000","Fahrverbot","T0","","","","","","9433"
"4383","namenlos347","0.00000000","192.19000000","Fahrverbot","T0","","","","","","9434"
"4384","namenlos299","0.00000000","137.89900000","Fahrverbot","T0","","","","","","9435"
"4386","namenlos251","0.00000000","107.57500000","Fahrverbot","T0","","","","","","9436"
"2910","Susenbergstrasse","270.80600000","1808.53000000","T30","T30","","","","","","9437"
"2911","Schlossgasse","116.17100000","302.60500000","T30","T30","","","","","","9438"
"3611","A3W Autobahnschlaufe Ost","0.00000000","240.29400000","T100","T100","","","","","","9439"
"3612","A3W","1498.19000000","2074.64700000","T100","T100","","","","","","9440"
"3613","A3W","1400.90000000","1498.19000000","T100","T100","","","","","","9441"
"3615","Allmendstrasse","4259.26400000","4392.05800000","T60","T60","","","","","","9442"
"3616","Allmendstrasse","5228.76800000","5492.24300000","T60","T60","","","","","","9443"
"3618","Unterwerkstrasse","160.84400000","225.60100000","T50","T50","","","","","","9444"
"3619","Rosengartenbrücke","0.00000000","231.00400000","T50","T50","","","","","","9445"
"3621","Riedtlistrasse","488.21500000","512.23900000","T50","T50","","","","","","9446"
"3623","Riedtlistrasse","0.00000000","207.80200000","T50","T50","","","","","","9447"
"3625","Riedtlistrasse","207.80200000","288.03700000","T50","T50","","","","","","9448"
"3626","Riedtlistrasse","618.73400000","748.53400000","T50","T50","","","","","","9449"
"3627","Schöneichtunnel","643.47200000","709.83300000","T50","T50","","","","","","9450"
"5022","Im Stückler","286.16500000","434.58300000","Fahrverbot","T0","","","","","","9451"
"5023","Schipfe","355.03400000","428.51100000","Fahrverbot","T0","","","","","","9452"
"5024","Viaduktstrasse","219.77500000","307.64000000","Fahrverbot","T0","","","","","","9453"
"5026","Badenerstrasse","3726.81100000","3859.75600000","T50","T50","","","","","","9454"
"5028","Badenerstrasse","2718.50300000","2783.94400000","T50","T50","","","","","","9455"
"5029","Badenerstrasse","2318.94600000","2368.30400000","T50","T50","","","","","","9456"
"5031","Badenerstrasse","3019.73900000","3130.47100000","T50","T50","","","","","","9457"
"4174","namenlos194","0.00000000","527.72500000","Fahrverbot","T0","","","","","","9458"
"4175","namenlos232","0.00000000","112.99500000","Fahrverbot","T0","","","","","","9459"
"4176","Käferholzstrasse","219.59900000","455.55300000","T30","T30","20160615000000","","","","","9460"
"4179","namenlos381","0.00000000","149.24000000","Fahrverbot","T0","","","","","","9461"
"4182","namenlos92","0.00000000","166.74800000","Fahrverbot","T0","","","","","","9462"
"4183","namenlos380","0.00000000","108.15000000","Fahrverbot","T0","","","","","","9463"
"4185","Hirzenbachstrasse","676.89200000","744.51800000","T30","T30","","","","","","9464"
"4186","namenlos396","0.00000000","107.30300000","Fahrverbot","T0","","","","","","9465"
"4187","namenlos34","0.00000000","133.20200000","Fahrverbot","T0","","","","","","9466"
"4190","namenlos66","222.00500000","295.54200000","Fahrverbot","T0","","","","","","9467"
"4191","namenlos112","420.77700000","546.99100000","Fahrverbot","T0","","","","","","9468"
"5059","Tram Milchbucktunnel","0.00000000","2480.95800000","Fahrverbot","T0","","","","","","9469"
"5060","Robert-Stephenson-Weg","22.90700000","512.37300000","T20","T20","20210715000000","","","","","9470"
"5066","Müllerstrasse","103.52200000","409.79400000","T30","T30","","","","","","9471"
"5067","Klusdörfli","0.00000000","62.51100000","T20","T20","20211208000000","","","","","9472"
"5068","Witikonerstrasse","1116.00200000","2521.77300000","T50","T50","","","","","","9473"
"5069","Witikonerstrasse","0.00000000","1015.75800000","T50","T50","","","","","","9474"
"5070","Witikonerstrasse","1015.75800000","1116.00200000","T30","T30","20211011000000","","","","","9475"
"4212","namenlos174","0.00000000","44.09800000","Fahrverbot","T0","","","","","","9476"
"4213","Buchenbaumweg","184.80300000","479.25500000","Fahrverbot","T0","","","","","","9477"
"2202","Georgengasse","0.00000000","68.95800000","T50","T50","","","","","","9478"
"2203","Beckenhofstrasse","0.00000000","620.84100000","T30","T30","","","","","","9479"
"2601","Rosshauweg","0.00000000","1072.27200000","Fahrverbot","T0","","","","","","9480"
"2604","Ruggächeranlage","0.00000000","330.92500000","Fahrverbot","T0","","","","","","9481"
"2605","Sallenbachstrasse","0.00000000","218.31500000","Fahrverbot","T0","","","","","","9482"
"2606","Schaffhauserplatz","0.00000000","147.10700000","T50","T50","","","","","","9483"
"2608","Steinentischstrasse","0.00000000","176.26100000","T50","T50","","","","","","9484"
"2609","Stettbachstrasse","1101.62200000","1543.95600000","T30","T30","","","","","","9485"
