,Datum,TotalDailyTraffic,Street,NO,NO2,NOx,O3,O3_max_h1,O3_nb_h1>120,PM10,Year,RainDur,T,T_max_h1,p,StrGlo
8897,2014-05-19,0.0,Zch_Rosengartenstrasse,43.03,71.48,71.88,49.03,92.19,0.0,,2014.0,10.13,18.38,24.62,960.02,
8898,2014-05-20,0.0,Zch_Rosengartenstrasse,54.25,80.27,85.47,47.58,93.54,0.0,18.53,2014.0,0.0,19.23,25.23,963.07,
8899,2014-05-21,0.0,Zch_Rosengartenstrasse,52.57,70.02,78.76,45.52,97.39,0.0,25.68,2014.0,0.0,20.78,27.46,962.21,
8900,2014-05-22,0.0,Zch_Rosengartenstrasse,33.43,56.73,56.46,55.73,86.75,0.0,36.48,2014.0,49.98,19.8,27.94,960.2,
8901,2014-05-23,0.0,Zch_Rosengartenstrasse,40.12,53.14,59.96,60.76,99.84,0.0,,2014.0,387.28,15.39,20.23,962.16,
8902,2014-05-24,0.0,Zch_Rosengartenstrasse,19.33,41.71,37.31,60.79,86.93,0.0,9.96,2014.0,29.02,15.77,20.18,966.5,
8903,2014-05-25,0.0,Zch_Rosengartenstrasse,7.37,23.86,18.38,77.24,109.82,0.0,11.51,2014.0,0.0,18.1,22.48,967.07,
8904,2014-05-26,0.0,Zch_Rosengartenstrasse,28.02,47.69,47.41,61.64,96.22,0.0,13.58,2014.0,14.1,16.74,19.75,964.68,
8905,2014-05-27,0.0,Zch_Rosengartenstrasse,40.21,47.17,56.9,41.01,55.88,0.0,12.5,2014.0,73.22,14.08,16.65,963.81,
8906,2014-05-28,0.0,Zch_Rosengartenstrasse,37.84,48.92,55.92,41.91,62.56,0.0,13.2,2014.0,0.0,15.43,19.03,963.58,
8907,2014-05-29,0.0,Zch_Rosengartenstrasse,11.74,29.23,24.7,63.47,86.93,0.0,11.68,2014.0,0.08,16.22,20.33,964.84,
8908,2014-05-30,0.0,Zch_Rosengartenstrasse,28.8,36.55,42.2,36.43,79.21,0.0,11.78,2014.0,146.06,13.41,15.45,968.53,
8909,2014-05-31,0.0,Zch_Rosengartenstrasse,21.57,32.13,34.1,49.72,91.53,0.0,13.3,2014.0,0.0,13.33,18.9,969.52,
8910,2014-06-01,0.0,Zch_Rosengartenstrasse,19.22,38.98,35.79,56.29,99.98,0.0,15.06,2014.0,27.13,16.02,21.48,968.74,
8911,2014-06-02,0.0,Zch_Rosengartenstrasse,46.09,51.59,63.92,56.68,96.64,0.0,19.4,2014.0,68.75,16.4,20.85,967.59,
8912,2014-06-03,0.0,Zch_Rosengartenstrasse,38.82,54.5,59.62,61.62,107.91,0.0,21.94,2014.0,2.57,16.89,20.93,965.39,
8913,2014-06-04,0.0,Zch_Rosengartenstrasse,47.32,52.97,65.64,45.23,81.87,0.0,17.89,2014.0,187.03,15.42,20.05,961.5,
8914,2014-06-05,0.0,Zch_Rosengartenstrasse,48.16,51.4,65.5,45.58,82.62,0.0,15.36,2014.0,16.3,16.16,20.95,965.83,
8915,2014-06-06,0.0,Zch_Rosengartenstrasse,35.45,56.01,57.72,48.22,113.72,0.0,18.21,2014.0,0.0,19.94,26.59,966.81,
8916,2014-06-07,0.0,Zch_Rosengartenstrasse,32.91,64.14,59.92,50.84,117.27,0.0,25.53,2014.0,0.0,23.56,30.97,967.48,
8917,2014-06-08,0.0,Zch_Rosengartenstrasse,13.73,50.09,37.2,56.96,121.81,1.0,34.09,2014.0,0.0,25.4,32.61,969.13,
8918,2014-06-09,0.0,Zch_Rosengartenstrasse,15.84,42.64,35.0,71.33,127.05,1.0,34.79,2014.0,4.72,27.12,34.61,968.42,
8919,2014-06-10,0.0,Zch_Rosengartenstrasse,38.81,63.02,64.07,68.54,117.52,0.0,27.43,2014.0,12.8,27.33,32.7,968.92,
8920,2014-06-11,0.0,Zch_Rosengartenstrasse,24.84,48.41,45.23,87.13,128.36,4.0,18.1,2014.0,0.0,24.42,29.98,972.82,
8921,2014-06-12,0.0,Zch_Rosengartenstrasse,24.52,47.86,44.69,79.47,130.13,4.0,25.85,2014.0,98.62,22.99,29.68,972.59,
8922,2014-06-13,0.0,Zch_Rosengartenstrasse,30.3,50.14,50.51,62.58,104.78,0.0,20.37,2014.0,68.9,20.74,26.14,969.03,
8923,2014-06-14,0.0,Zch_Rosengartenstrasse,13.38,26.43,24.55,67.1,88.8,0.0,15.16,2014.0,0.0,18.56,21.98,966.67,
8924,2014-06-15,0.0,Zch_Rosengartenstrasse,7.87,17.95,15.69,77.6,95.22,0.0,11.72,2014.0,0.0,18.16,21.83,966.78,
8925,2014-06-16,0.0,Zch_Rosengartenstrasse,28.58,37.9,42.73,71.3,105.84,0.0,14.58,2014.0,0.0,18.64,22.6,966.82,
8926,2014-06-17,0.0,Zch_Rosengartenstrasse,22.43,33.36,35.43,76.4,99.02,0.0,17.48,2014.0,0.0,18.46,22.39,966.46,
8927,2014-06-18,0.0,Zch_Rosengartenstrasse,25.7,41.44,42.28,78.04,116.26,0.0,17.51,2014.0,19.1,18.95,23.89,967.11,
8928,2014-06-19,0.0,Zch_Rosengartenstrasse,35.28,61.42,60.4,60.98,94.8,0.0,20.27,2014.0,0.0,19.86,24.98,967.61,
8929,2014-06-20,0.0,Zch_Rosengartenstrasse,25.5,47.4,45.23,59.05,79.93,0.0,17.63,2014.0,0.0,19.42,23.3,966.96,
8930,2014-06-21,0.0,Zch_Rosengartenstrasse,13.79,33.91,28.79,65.26,93.19,0.0,13.58,2014.0,0.0,19.42,25.21,967.09,
8931,2014-06-22,0.0,Zch_Rosengartenstrasse,12.54,37.38,29.6,83.06,102.24,0.0,16.67,2014.0,0.03,21.41,27.55,968.39,
8932,2014-06-23,0.0,Zch_Rosengartenstrasse,26.12,50.82,47.52,66.24,99.57,0.0,18.35,2014.0,202.3,19.71,26.55,968.58,
8933,2014-06-24,0.0,Zch_Rosengartenstrasse,31.08,44.17,48.01,62.86,95.76,0.0,12.22,2014.0,355.22,17.93,22.03,966.12,
8934,2014-06-25,0.0,Zch_Rosengartenstrasse,25.12,39.27,40.68,52.82,91.58,0.0,17.88,2014.0,22.6,18.08,21.66,962.11,
8935,2014-06-26,0.0,Zch_Rosengartenstrasse,29.53,53.99,51.91,61.91,93.96,0.0,17.13,2014.0,0.0,18.31,23.32,964.07,
8936,2014-06-27,0.0,Zch_Rosengartenstrasse,36.45,68.06,64.82,59.46,106.97,0.0,22.3,2014.0,0.0,20.86,25.76,966.33,
8937,2014-06-28,0.0,Zch_Rosengartenstrasse,24.36,45.02,43.07,71.33,95.03,0.0,18.57,2014.0,82.93,20.66,24.25,963.55,
8938,2014-06-29,0.0,Zch_Rosengartenstrasse,22.37,35.26,36.37,46.67,85.5,0.0,10.0,2014.0,536.67,15.23,16.99,962.57,
8939,2014-06-30,0.0,Zch_Rosengartenstrasse,51.66,54.27,69.8,31.75,64.0,0.0,12.96,2014.0,55.45,15.08,18.9,967.47,
8940,2014-07-01,0.0,Zch_Rosengartenstrasse,32.09,42.55,47.98,50.24,100.99,0.0,13.55,2014.0,0.0,17.61,23.08,967.43,
8941,2014-07-02,0.0,Zch_Rosengartenstrasse,41.05,58.2,63.35,28.52,53.01,0.0,14.91,2014.0,454.88,15.76,16.82,971.09,
8942,2014-07-03,0.0,Zch_Rosengartenstrasse,42.48,57.6,64.18,34.9,85.14,0.0,15.59,2014.0,0.0,19.2,26.49,973.96,
8943,2014-07-04,0.0,Zch_Rosengartenstrasse,25.13,57.54,50.24,39.55,98.32,0.0,22.68,2014.0,99.88,20.45,24.58,963.74,
8944,2014-07-05,0.0,Zch_Rosengartenstrasse,27.26,47.12,46.5,49.5,70.13,0.0,14.48,2014.0,86.58,19.37,22.71,964.24,
8945,2014-07-06,0.0,Zch_Rosengartenstrasse,14.63,31.25,28.07,51.16,95.0,0.0,15.04,2014.0,106.15,22.32,29.23,962.94,
8946,2014-07-07,0.0,Zch_Rosengartenstrasse,33.03,48.24,51.71,52.69,87.68,0.0,13.37,2014.0,192.82,19.48,23.9,965.08,
8947,2014-07-08,0.0,Zch_Rosengartenstrasse,33.71,41.43,48.69,39.56,59.69,0.0,12.83,2014.0,380.2,15.19,18.33,963.01,
8948,2014-07-09,0.0,Zch_Rosengartenstrasse,43.42,46.27,59.01,31.55,53.45,0.0,15.7,2014.0,403.05,13.2,15.19,962.73,
8949,2014-07-10,0.0,Zch_Rosengartenstrasse,67.89,55.18,83.29,20.98,49.67,0.0,13.42,2014.0,421.08,12.69,14.09,961.95,
8950,2014-07-11,0.0,Zch_Rosengartenstrasse,48.27,46.8,63.17,20.09,32.08,0.0,15.56,2014.0,253.63,16.2,18.28,964.2,
8951,2014-07-12,0.0,Zch_Rosengartenstrasse,26.76,40.27,42.52,38.4,70.66,0.0,12.55,2014.0,172.33,17.59,21.46,964.29,
8952,2014-07-13,0.0,Zch_Rosengartenstrasse,19.91,36.19,34.89,44.73,67.89,0.0,12.11,2014.0,161.17,17.78,20.15,963.7,
8953,2014-07-14,0.0,Zch_Rosengartenstrasse,43.6,41.85,56.84,30.07,44.84,0.0,13.24,2014.0,8.67,19.24,23.03,966.23,
8954,2014-07-15,0.0,Zch_Rosengartenstrasse,35.14,49.56,54.09,38.7,74.74,0.0,18.25,2014.0,0.0,20.09,24.51,971.33,
8955,2014-07-16,0.0,Zch_Rosengartenstrasse,28.49,58.4,53.38,51.55,99.21,0.0,21.92,2014.0,0.0,21.55,27.5,971.63,
8956,2014-07-17,0.0,Zch_Rosengartenstrasse,31.47,60.42,56.83,64.35,126.53,1.0,24.99,2014.0,0.0,23.45,28.99,971.21,
8957,2014-07-18,0.0,Zch_Rosengartenstrasse,30.02,58.82,54.83,53.58,99.88,0.0,29.66,2014.0,0.0,24.31,30.96,968.87,
8958,2014-07-19,0.0,Zch_Rosengartenstrasse,17.88,59.15,45.27,66.29,155.03,4.0,26.85,2014.0,0.0,25.35,32.67,964.28,
8959,2014-07-20,0.0,Zch_Rosengartenstrasse,11.83,37.09,28.88,63.41,92.19,0.0,21.51,2014.0,145.53,22.41,26.45,962.74,
8960,2014-07-21,0.0,Zch_Rosengartenstrasse,33.21,51.59,53.6,46.8,63.99,0.0,13.55,2014.0,352.88,17.83,20.58,964.28,
8961,2014-07-22,0.0,Zch_Rosengartenstrasse,30.13,48.56,49.55,29.77,48.91,0.0,10.79,2014.0,709.08,18.12,19.13,964.67,
8962,2014-07-23,0.0,Zch_Rosengartenstrasse,17.34,36.07,32.77,59.84,114.95,0.0,20.26,2014.0,0.0,21.31,25.55,964.18,
8963,2014-07-24,0.0,Zch_Rosengartenstrasse,19.61,47.19,40.4,59.87,98.47,0.0,20.61,2014.0,0.0,20.73,24.9,962.74,
8964,2014-07-25,0.0,Zch_Rosengartenstrasse,36.45,56.84,58.95,55.8,104.79,0.0,24.32,2014.0,0.0,21.93,27.61,963.48,
8965,2014-07-26,0.0,Zch_Rosengartenstrasse,14.47,38.54,31.75,60.61,88.42,0.0,13.9,2014.0,581.3,18.23,20.27,964.98,
8966,2014-07-27,0.0,Zch_Rosengartenstrasse,23.64,44.2,42.06,53.43,69.39,0.0,12.21,2014.0,79.55,18.29,19.88,967.53,
8967,2014-07-28,0.0,Zch_Rosengartenstrasse,28.84,39.96,44.02,52.24,98.08,0.0,15.34,2014.0,217.0,19.63,25.49,962.73,
8968,2014-07-29,0.0,Zch_Rosengartenstrasse,27.71,44.8,45.64,38.87,55.13,0.0,9.42,2014.0,263.87,17.43,20.62,960.53,
8969,2014-07-30,0.0,Zch_Rosengartenstrasse,51.34,45.54,64.98,25.52,41.79,0.0,12.47,2014.0,187.06,17.63,19.06,962.37,
8970,2014-07-31,0.0,Zch_Rosengartenstrasse,20.34,32.9,33.51,57.05,102.02,0.0,20.04,2014.0,0.0,20.51,24.94,965.21,
8971,2014-08-01,0.0,Zch_Rosengartenstrasse,7.17,23.92,18.26,56.24,97.06,0.0,34.97,2014.0,0.0,20.33,25.15,961.92,
8972,2014-08-02,0.0,Zch_Rosengartenstrasse,26.88,41.0,42.99,50.09,90.96,0.0,48.45,2014.0,97.02,21.02,25.17,960.59,
8973,2014-08-03,0.0,Zch_Rosengartenstrasse,14.45,29.53,27.03,53.43,78.3,0.0,9.87,2014.0,157.97,18.84,22.54,963.94,
8974,2014-08-04,0.0,Zch_Rosengartenstrasse,32.9,38.4,46.46,38.0,79.13,0.0,11.85,2014.0,18.43,19.6,25.56,967.26,
8975,2014-08-05,0.0,Zch_Rosengartenstrasse,21.11,38.47,37.04,50.63,78.2,0.0,11.89,2014.0,0.0,20.33,24.71,969.49,
8976,2014-08-06,0.0,Zch_Rosengartenstrasse,19.75,43.32,38.49,51.34,83.71,0.0,15.15,2014.0,0.0,19.56,24.0,967.81,
8977,2014-08-07,0.0,Zch_Rosengartenstrasse,28.8,49.77,49.11,38.39,64.27,0.0,19.63,2014.0,12.72,20.7,24.54,966.38,
8978,2014-08-08,0.0,Zch_Rosengartenstrasse,32.25,44.32,49.03,39.25,74.9,0.0,16.48,2014.0,49.08,22.16,27.36,964.25,
8979,2014-08-09,0.0,Zch_Rosengartenstrasse,11.14,27.48,23.3,60.97,73.98,0.0,10.1,2014.0,116.13,21.78,24.52,964.61,
8980,2014-08-10,0.0,Zch_Rosengartenstrasse,15.32,28.53,27.2,50.03,84.83,0.0,13.06,2014.0,172.78,21.89,27.37,962.34,
8981,2014-08-11,0.0,Zch_Rosengartenstrasse,32.36,38.56,46.11,,,,13.37,2014.0,210.8,17.49,19.68,966.61,
8982,2014-08-12,0.0,Zch_Rosengartenstrasse,42.16,47.8,58.8,,,,15.57,2014.0,0.0,18.5,22.4,965.66,
8983,2014-08-13,0.0,Zch_Rosengartenstrasse,32.74,37.27,45.74,,,,,2014.0,169.03,16.19,19.41,959.66,
8984,2014-08-14,0.0,Zch_Rosengartenstrasse,34.1,44.14,50.42,27.57,46.92,0.0,9.63,2014.0,39.25,16.28,20.75,965.22,
8985,2014-08-15,0.0,Zch_Rosengartenstrasse,46.56,48.33,62.6,31.33,47.9,0.0,11.09,2014.0,289.13,14.14,17.37,966.84,
8986,2014-08-16,0.0,Zch_Rosengartenstrasse,28.13,38.29,42.58,35.71,51.77,0.0,6.95,2014.0,63.86,14.54,18.16,971.41,
8987,2014-08-17,0.0,Zch_Rosengartenstrasse,19.17,34.58,33.46,31.9,69.89,0.0,26.55,2014.0,0.0,15.84,21.53,967.97,
8988,2014-08-18,0.0,Zch_Rosengartenstrasse,44.47,47.29,60.38,35.79,62.89,0.0,,2014.0,0.0,17.76,22.11,963.15,
8989,2014-08-19,0.0,Zch_Rosengartenstrasse,36.04,42.48,51.11,36.29,59.73,0.0,14.58,2014.0,72.77,17.21,20.92,964.16,
8990,2014-08-20,0.0,Zch_Rosengartenstrasse,28.29,44.64,46.03,37.19,57.35,0.0,13.95,2014.0,41.6,16.71,19.34,966.49,
8991,2014-08-21,0.0,Zch_Rosengartenstrasse,40.8,49.93,58.82,42.03,68.4,0.0,15.55,2014.0,3.13,16.43,20.58,967.62,
8992,2014-08-22,0.0,Zch_Rosengartenstrasse,38.87,56.68,60.81,40.24,67.35,0.0,14.69,2014.0,0.0,16.92,22.32,966.34,
8993,2014-08-23,0.0,Zch_Rosengartenstrasse,29.81,47.2,48.58,32.17,47.8,0.0,15.55,2014.0,53.88,15.2,17.66,967.0,
8994,2014-08-24,0.0,Zch_Rosengartenstrasse,17.51,36.61,33.19,50.29,70.61,0.0,9.67,2014.0,141.68,14.36,18.34,970.48,
8995,2014-08-25,0.0,Zch_Rosengartenstrasse,45.79,52.91,64.38,21.14,42.88,0.0,17.28,2014.0,71.15,14.55,18.13,967.06,
8996,2014-08-26,0.0,Zch_Rosengartenstrasse,69.33,61.69,87.84,22.0,40.89,0.0,14.25,2014.0,424.27,16.67,18.92,960.44,
8997,2014-08-27,0.0,Zch_Rosengartenstrasse,37.47,42.16,52.09,27.11,44.19,0.0,11.55,2014.0,105.42,17.39,20.53,965.77,
8998,2014-08-28,0.0,Zch_Rosengartenstrasse,39.37,51.16,58.32,24.65,62.38,0.0,16.03,2014.0,0.0,19.18,24.43,968.22,
8999,2014-08-29,0.0,Zch_Rosengartenstrasse,59.95,53.42,76.0,18.44,45.19,0.0,41.49,2014.0,97.17,18.79,22.85,968.62,
9000,2014-08-30,0.0,Zch_Rosengartenstrasse,22.05,38.07,37.59,34.97,66.3,0.0,11.56,2014.0,4.5,19.33,23.09,969.58,
9001,2014-08-31,0.0,Zch_Rosengartenstrasse,18.71,34.51,33.05,25.78,42.67,0.0,11.76,2014.0,355.6,15.6,18.86,967.35,
9002,2014-09-01,0.0,Zch_Rosengartenstrasse,32.75,40.46,47.42,32.07,62.09,0.0,13.29,2014.0,53.05,14.5,16.9,969.97,
9003,2014-09-02,0.0,Zch_Rosengartenstrasse,27.6,33.18,39.47,36.12,75.06,0.0,16.21,2014.0,0.0,15.35,19.05,970.29,
9004,2014-09-03,0.0,Zch_Rosengartenstrasse,24.68,30.16,35.56,33.68,45.11,0.0,12.9,2014.0,0.0,16.18,18.93,967.49,
9005,2014-09-04,0.0,Zch_Rosengartenstrasse,29.2,36.08,42.28,29.26,56.46,0.0,18.15,2014.0,0.0,18.22,21.99,966.4,
9006,2014-09-05,0.0,Zch_Rosengartenstrasse,45.14,45.88,60.18,26.3,64.76,0.0,21.31,2014.0,2.97,19.29,23.7,965.6,
9007,2014-09-06,0.0,Zch_Rosengartenstrasse,30.52,47.61,49.37,35.95,106.49,0.0,21.04,2014.0,0.0,20.01,24.87,964.02,
9008,2014-09-07,0.0,Zch_Rosengartenstrasse,18.92,48.93,40.76,41.36,94.15,0.0,20.79,2014.0,0.02,20.41,26.3,964.68,
9009,2014-09-08,0.0,Zch_Rosengartenstrasse,43.63,61.99,67.4,33.98,85.41,0.0,30.03,2014.0,0.0,21.31,26.96,966.22,
9010,2014-09-09,0.0,Zch_Rosengartenstrasse,37.0,52.78,57.27,31.95,64.4,0.0,23.16,2014.0,70.88,19.7,25.16,967.26,
9011,2014-09-10,0.0,Zch_Rosengartenstrasse,23.79,37.33,38.6,44.81,83.08,0.0,23.91,2014.0,0.47,18.11,21.51,965.64,
9012,2014-09-11,0.0,Zch_Rosengartenstrasse,27.43,38.1,41.92,40.41,69.95,0.0,18.31,2014.0,48.28,15.1,18.28,965.21,
9013,2014-09-12,0.0,Zch_Rosengartenstrasse,35.49,43.51,51.2,27.4,40.75,0.0,12.77,2014.0,405.95,12.78,13.95,967.96,
9014,2014-09-13,0.0,Zch_Rosengartenstrasse,21.91,36.07,36.43,33.03,68.79,0.0,10.81,2014.0,20.52,14.69,18.51,970.18,
9015,2014-09-14,0.0,Zch_Rosengartenstrasse,13.11,28.66,25.5,40.88,88.22,0.0,13.16,2014.0,0.07,16.6,20.85,967.47,
9016,2014-09-15,0.0,Zch_Rosengartenstrasse,24.47,44.9,43.1,33.28,68.21,0.0,20.37,2014.0,0.0,17.51,22.09,965.73,
9017,2014-09-16,0.0,Zch_Rosengartenstrasse,26.39,41.64,42.93,33.31,77.59,0.0,21.35,2014.0,0.0,18.25,23.23,965.21,
9018,2014-09-17,0.0,Zch_Rosengartenstrasse,26.31,43.75,43.97,26.05,57.85,0.0,22.14,2014.0,0.0,18.58,23.46,962.93,
9019,2014-09-18,0.0,Zch_Rosengartenstrasse,50.66,59.73,71.85,9.01,26.84,0.0,26.51,2014.0,41.22,18.89,22.21,963.21,
9020,2014-09-19,0.0,Zch_Rosengartenstrasse,51.98,56.99,71.47,13.24,29.06,0.0,26.49,2014.0,113.2,19.63,23.49,965.24,
9021,2014-09-20,0.0,Zch_Rosengartenstrasse,31.33,44.99,48.64,27.93,63.64,0.0,17.0,2014.0,11.64,19.59,23.32,966.88,
9022,2014-09-21,0.0,Zch_Rosengartenstrasse,18.82,36.27,34.05,39.19,60.73,0.0,9.89,2014.0,355.11,17.01,19.59,967.41,
9023,2014-09-22,0.0,Zch_Rosengartenstrasse,28.58,41.59,44.67,35.82,70.31,0.0,19.82,2014.0,55.83,13.32,16.5,970.04,
9024,2014-09-23,0.0,Zch_Rosengartenstrasse,26.33,35.87,39.87,35.55,62.87,0.0,14.58,2014.0,0.0,11.56,16.59,969.24,
9025,2014-09-24,0.0,Zch_Rosengartenstrasse,48.29,45.94,62.74,26.14,45.0,0.0,21.35,2014.0,152.28,13.14,19.76,965.29,
9026,2014-09-25,0.0,Zch_Rosengartenstrasse,56.77,59.17,76.45,23.38,43.97,0.0,21.28,2014.0,100.27,13.28,16.93,970.89,
9027,2014-09-26,0.0,Zch_Rosengartenstrasse,73.15,60.13,90.09,8.6,39.97,0.0,25.54,2014.0,0.0,13.04,18.68,975.41,
9028,2014-09-27,0.0,Zch_Rosengartenstrasse,22.72,35.74,36.9,28.35,80.9,0.0,18.39,2014.0,0.0,15.32,20.67,976.26,
9029,2014-09-28,0.0,Zch_Rosengartenstrasse,24.61,39.67,40.48,17.56,54.26,0.0,17.46,2014.0,0.0,15.7,21.75,975.67,
9030,2014-09-29,0.0,Zch_Rosengartenstrasse,49.7,54.63,68.42,13.32,50.03,0.0,,2014.0,0.0,17.41,23.81,975.54,
9031,2014-09-30,0.0,Zch_Rosengartenstrasse,59.85,53.5,75.96,9.52,22.29,0.0,23.2,2014.0,165.16,17.13,18.15,976.18,
9032,2014-10-01,0.0,Zch_Rosengartenstrasse,55.35,47.09,69.0,12.06,46.56,0.0,21.08,2014.0,228.25,17.09,19.89,976.32,
9033,2014-10-02,0.0,Zch_Rosengartenstrasse,29.42,39.05,44.01,30.63,72.81,0.0,20.84,2014.0,0.0,16.52,20.05,976.62,
9034,2014-10-03,0.0,Zch_Rosengartenstrasse,19.99,36.09,34.9,22.73,54.85,0.0,24.93,2014.0,0.0,14.87,16.53,973.72,
9035,2014-10-04,0.0,Zch_Rosengartenstrasse,33.53,41.22,48.44,14.21,42.29,0.0,26.79,2014.0,0.0,14.0,17.88,968.32,
9036,2014-10-05,0.0,Zch_Rosengartenstrasse,10.37,27.26,22.57,32.14,66.27,0.0,19.12,2014.0,137.73,15.3,19.13,965.68,
9037,2014-10-06,0.0,Zch_Rosengartenstrasse,38.87,47.83,56.17,20.39,42.41,0.0,15.27,2014.0,0.05,14.75,18.31,962.85,
9038,2014-10-07,0.0,Zch_Rosengartenstrasse,50.19,48.44,65.57,15.58,34.44,0.0,14.5,2014.0,286.55,15.13,17.31,961.47,
9039,2014-10-08,0.0,Zch_Rosengartenstrasse,55.98,48.9,70.45,12.2,39.49,0.0,14.75,2014.0,126.13,16.23,19.35,962.26,
9040,2014-10-09,0.0,Zch_Rosengartenstrasse,66.6,49.4,79.23,17.05,49.16,0.0,16.63,2014.0,0.0,17.16,23.4,961.93,
9041,2014-10-10,0.0,Zch_Rosengartenstrasse,45.02,50.01,62.24,13.49,34.64,0.0,17.48,2014.0,10.4,17.41,20.47,965.19,
9042,2014-10-11,0.0,Zch_Rosengartenstrasse,20.51,35.85,35.19,17.05,37.06,0.0,12.74,2014.0,103.52,16.37,19.08,965.46,
9043,2014-10-12,0.0,Zch_Rosengartenstrasse,15.22,28.02,26.86,18.3,44.59,0.0,13.47,2014.0,1.82,15.37,18.86,962.57,
9044,2014-10-13,0.0,Zch_Rosengartenstrasse,69.62,51.86,82.94,10.42,40.28,0.0,15.41,2014.0,363.11,14.61,15.86,960.9,
9045,2014-10-14,0.0,Zch_Rosengartenstrasse,72.2,60.19,89.36,15.72,48.65,0.0,13.8,2014.0,0.0,14.82,18.8,961.12,
9046,2014-10-15,0.0,Zch_Rosengartenstrasse,61.87,55.02,78.38,15.93,43.59,0.0,14.87,2014.0,177.48,15.76,19.47,960.14,
9047,2014-10-16,0.0,Zch_Rosengartenstrasse,65.95,56.85,82.6,12.84,29.55,0.0,14.85,2014.0,113.37,15.47,16.77,961.64,
9048,2014-10-17,0.0,Zch_Rosengartenstrasse,36.2,48.87,54.58,19.71,40.1,0.0,12.81,2014.0,74.83,16.0,18.53,966.21,
9049,2014-10-18,0.0,Zch_Rosengartenstrasse,36.33,39.33,49.69,8.59,31.73,0.0,15.76,2014.0,0.0,14.5,19.52,972.42,
9050,2014-10-19,0.0,Zch_Rosengartenstrasse,50.15,46.73,64.65,13.25,47.36,0.0,18.6,2014.0,0.0,15.87,22.66,973.29,
9051,2014-10-20,0.0,Zch_Rosengartenstrasse,78.13,59.28,93.64,14.66,46.85,0.0,24.16,2014.0,188.82,17.05,20.94,970.41,
9052,2014-10-21,0.0,Zch_Rosengartenstrasse,33.43,38.88,47.14,38.2,63.47,0.0,13.27,2014.0,168.9,15.07,19.12,964.31,
9053,2014-10-22,0.0,Zch_Rosengartenstrasse,25.84,34.18,38.59,37.36,58.67,0.0,9.7,2014.0,446.4,6.61,8.21,970.87,
9054,2014-10-23,0.0,Zch_Rosengartenstrasse,44.3,49.38,61.34,22.98,48.23,0.0,15.77,2014.0,169.05,8.12,10.58,974.46,
9055,2014-10-24,0.0,Zch_Rosengartenstrasse,45.04,44.83,59.55,15.61,42.06,0.0,17.02,2014.0,0.0,7.97,11.64,971.3,
9056,2014-10-25,0.0,Zch_Rosengartenstrasse,47.82,45.79,62.29,11.47,29.54,0.0,15.08,2014.0,52.68,10.37,12.8,971.11,
9057,2014-10-26,0.0,Zch_Rosengartenstrasse,28.95,38.26,43.22,12.67,47.92,0.0,17.07,2014.0,0.0,12.16,16.43,974.59,
9058,2014-10-27,0.0,Zch_Rosengartenstrasse,30.69,35.09,42.96,9.84,19.17,0.0,13.53,2014.0,0.0,9.36,10.23,974.44,
9059,2014-10-28,0.0,Zch_Rosengartenstrasse,71.55,51.3,84.19,9.12,24.89,0.0,21.65,2014.0,0.0,10.58,14.4,969.87,
9060,2014-10-29,0.0,Zch_Rosengartenstrasse,90.29,60.18,103.86,7.28,30.95,0.0,26.66,2014.0,0.0,10.92,15.16,969.42,
9061,2014-10-30,0.0,Zch_Rosengartenstrasse,74.69,60.43,91.48,5.66,19.55,0.0,25.53,2014.0,0.18,11.48,15.64,974.17,
9062,2014-10-31,0.0,Zch_Rosengartenstrasse,71.93,49.34,83.47,4.08,11.58,0.0,25.99,2014.0,0.0,9.8,14.44,975.59,
9063,2014-11-01,0.0,Zch_Rosengartenstrasse,99.9,54.79,108.75,2.69,10.53,0.0,34.17,2014.0,0.0,9.73,14.41,973.49,
9064,2014-11-02,0.0,Zch_Rosengartenstrasse,71.86,47.18,82.28,6.48,32.02,0.0,25.18,2014.0,0.0,10.47,16.16,969.07,
9065,2014-11-03,0.0,Zch_Rosengartenstrasse,96.78,60.02,108.98,5.81,25.29,0.0,23.64,2014.0,0.0,11.07,16.37,959.32,
9066,2014-11-04,0.0,Zch_Rosengartenstrasse,77.93,55.42,91.46,7.23,41.57,0.0,20.99,2014.0,0.0,10.36,14.73,946.66,
9067,2014-11-05,0.0,Zch_Rosengartenstrasse,43.92,55.93,64.46,25.89,63.25,0.0,6.86,2014.0,830.54,5.93,9.83,954.54,
9068,2014-11-06,0.0,Zch_Rosengartenstrasse,43.43,52.13,62.08,13.98,34.59,0.0,11.48,2014.0,258.17,4.78,5.83,963.11,
9069,2014-11-07,0.0,Zch_Rosengartenstrasse,60.25,51.59,75.28,17.62,32.53,0.0,15.23,2014.0,23.98,7.88,10.48,961.68,
9070,2014-11-08,0.0,Zch_Rosengartenstrasse,49.53,50.51,66.12,14.86,45.74,0.0,15.35,2014.0,0.0,8.69,12.67,963.22,
9071,2014-11-09,0.0,Zch_Rosengartenstrasse,40.9,36.12,51.68,4.6,14.73,0.0,20.51,2014.0,0.0,6.52,8.77,959.83,
9072,2014-11-10,0.0,Zch_Rosengartenstrasse,73.46,41.19,80.43,1.62,2.99,0.0,,2014.0,29.18,7.75,9.15,962.69,
