Datum,TotalDailyTraffic,Street,NO,NO2,NOx,O3,O3_max_h1,O3_nb_h1>120,PM10,PM2.5,CO,SO2,PN
2019-05-10,58476.0,Zch_Rosengartenstrasse,42.28,49.12,59.59,39.9,66.09,0.0,8.8,5.83,,,
2019-05-11,50652.0,Zch_Rosengartenstrasse,18.24,29.67,30.14,49.44,75.62,0.0,8.16,5.26,,,
2019-05-12,43522.0,Zch_Rosengartenstrasse,8.56,21.6,18.16,69.35,88.85,0.0,11.48,8.18,,,
2019-05-13,53152.0,Zch_Rosengartenstrasse,22.0,30.42,33.55,56.68,83.12,0.0,13.59,8.13,,,
2019-05-14,56597.0,Zch_Rosengartenstrasse,16.77,27.05,27.59,72.55,95.84,0.0,13.18,7.49,,,
2019-05-15,56494.0,Zch_Rosengartenstrasse,16.48,25.15,26.36,63.08,79.45,0.0,18.48,8.76,,,
2019-05-16,57356.0,Zch_Rosengartenstrasse,28.94,33.67,40.81,44.97,58.95,0.0,20.06,12.91,,,
2019-05-17,59059.0,Zch_Rosengartenstrasse,30.47,43.96,47.42,44.98,87.06,0.0,20.93,14.75,,,
2019-05-18,49726.0,Zch_Rosengartenstrasse,17.92,43.83,37.29,53.63,85.84,0.0,15.44,11.45,,,
2019-05-19,42414.0,Zch_Rosengartenstrasse,10.54,32.66,25.53,63.0,89.58,0.0,9.91,7.16,,,
2019-05-20,54725.0,Zch_Rosengartenstrasse,55.07,54.11,72.45,32.22,62.79,0.0,9.55,6.51,,,
2019-05-21,55015.0,Zch_Rosengartenstrasse,29.67,47.15,48.44,40.59,57.47,0.0,13.11,9.73,,,
2019-05-22,57519.0,Zch_Rosengartenstrasse,26.44,48.18,46.39,51.54,78.61,0.0,13.6,9.57,,,
2019-05-23,57435.0,Zch_Rosengartenstrasse,26.66,45.52,45.18,62.9,101.86,0.0,14.77,9.48,,,
2019-05-24,57850.0,Zch_Rosengartenstrasse,31.48,51.29,52.06,,,,18.72,10.88,,,
2019-05-25,50002.0,Zch_Rosengartenstrasse,21.94,46.4,41.85,,,,16.02,11.72,,,
2019-05-26,42130.0,Zch_Rosengartenstrasse,11.42,35.96,27.96,,,,14.78,10.95,,,
2019-05-27,53824.0,Zch_Rosengartenstrasse,29.78,44.65,47.22,,,,13.06,8.47,,,
2019-05-28,56043.0,Zch_Rosengartenstrasse,36.71,41.29,51.02,37.78,48.74,0.0,9.18,5.87,,,
2019-05-29,58298.0,Zch_Rosengartenstrasse,40.6,44.67,55.91,35.22,56.15,0.0,9.85,6.68,,,
2019-05-30,36940.0,Zch_Rosengartenstrasse,16.12,33.31,30.34,50.48,101.83,0.0,13.03,9.84,,,
2019-05-31,48486.0,Zch_Rosengartenstrasse,25.46,39.0,40.8,49.28,85.42,0.0,11.36,7.68,,,
2019-06-01,42728.0,Zch_Rosengartenstrasse,15.53,36.19,31.37,51.11,90.04,0.0,11.19,7.66,,,
2019-06-02,41079.0,Zch_Rosengartenstrasse,18.75,49.99,41.17,52.6,96.35,0.0,12.55,8.46,,,
2019-06-03,52735.0,Zch_Rosengartenstrasse,36.89,56.01,58.86,51.65,99.44,0.0,16.71,9.82,,,
2019-06-04,55263.0,Zch_Rosengartenstrasse,25.41,46.65,44.76,63.32,125.79,2.0,20.63,11.48,,,
2019-06-05,54671.0,Zch_Rosengartenstrasse,29.5,54.18,51.99,69.95,119.12,0.0,21.35,10.98,,,
2019-06-06,55445.0,Zch_Rosengartenstrasse,22.78,34.35,36.22,46.1,75.78,0.0,10.81,5.7,,,
2019-06-07,56295.0,Zch_Rosengartenstrasse,31.35,35.78,43.84,49.15,84.18,0.0,18.46,10.57,,,
2019-06-08,46364.0,Zch_Rosengartenstrasse,13.87,32.58,28.16,70.9,92.75,0.0,10.17,6.06,,,
2019-06-09,36935.0,Zch_Rosengartenstrasse,17.9,36.12,33.24,39.1,57.11,0.0,12.21,8.25,,,
2019-06-10,34610.0,Zch_Rosengartenstrasse,19.2,32.9,32.6,34.72,71.57,0.0,14.31,9.86,,,
2019-06-11,54730.0,Zch_Rosengartenstrasse,30.06,48.8,49.62,40.59,78.07,0.0,10.58,6.65,,,
2019-06-12,56276.0,Zch_Rosengartenstrasse,31.22,42.89,47.46,44.7,64.32,0.0,9.87,6.46,,,
2019-06-13,54584.0,Zch_Rosengartenstrasse,27.1,49.09,47.4,53.87,82.9,0.0,10.44,6.28,,,
2019-06-14,57929.0,Zch_Rosengartenstrasse,23.55,42.47,41.09,70.67,110.26,0.0,17.25,9.01,,,
2019-06-15,49561.0,Zch_Rosengartenstrasse,13.29,33.39,28.11,70.57,89.14,0.0,11.56,6.81,,,
2019-06-16,41191.0,Zch_Rosengartenstrasse,9.93,23.57,20.29,67.18,82.73,0.0,8.78,5.87,,,
2019-06-17,52984.0,Zch_Rosengartenstrasse,26.04,35.56,39.47,65.44,102.83,0.0,15.34,9.6,,,
2019-06-18,54919.0,Zch_Rosengartenstrasse,33.17,57.51,56.67,55.63,91.26,0.0,17.08,11.09,,,
2019-06-19,55289.0,Zch_Rosengartenstrasse,34.14,56.67,57.0,66.66,96.98,0.0,16.43,9.36,,,
2019-06-20,58592.0,Zch_Rosengartenstrasse,37.55,52.56,57.59,48.1,76.38,0.0,11.89,7.5,,,
2019-06-21,57395.0,Zch_Rosengartenstrasse,30.82,36.04,43.56,41.94,71.9,0.0,13.04,8.07,,,
2019-06-22,48407.0,Zch_Rosengartenstrasse,15.04,28.72,27.07,34.79,69.62,0.0,14.59,10.46,,,
2019-06-23,42853.0,Zch_Rosengartenstrasse,11.9,28.2,24.29,60.83,88.03,0.0,11.09,8.0,,,
2019-06-24,53251.0,Zch_Rosengartenstrasse,26.09,42.35,43.06,57.91,100.62,0.0,14.89,9.53,,,
2019-06-25,56171.0,Zch_Rosengartenstrasse,20.58,46.62,40.88,78.35,145.83,5.0,25.31,13.73,,,
2019-06-26,55737.0,Zch_Rosengartenstrasse,29.67,64.02,57.26,77.41,144.15,6.0,36.67,18.07,,,
2019-06-27,53430.0,Zch_Rosengartenstrasse,27.14,63.62,55.03,107.27,184.63,11.0,44.02,22.82,,,
2019-06-28,57092.0,Zch_Rosengartenstrasse,22.35,47.99,43.01,96.32,150.29,2.0,20.39,9.6,,,
2019-06-29,49844.0,Zch_Rosengartenstrasse,12.25,38.37,29.89,100.19,133.43,8.0,15.29,8.54,,,
2019-06-30,44062.0,Zch_Rosengartenstrasse,17.06,55.55,42.72,87.44,128.53,8.0,23.52,15.17,,,
2019-07-01,52777.0,Zch_Rosengartenstrasse,34.68,65.14,61.87,86.02,115.55,0.0,25.5,13.41,,,
2019-07-02,53767.0,Zch_Rosengartenstrasse,21.46,40.9,38.59,87.2,124.56,1.0,17.86,11.05,,,
2019-07-03,54834.0,Zch_Rosengartenstrasse,25.0,40.09,41.0,86.6,120.34,1.0,17.86,10.49,,,
2019-07-04,55606.0,Zch_Rosengartenstrasse,23.22,49.74,44.63,81.8,122.12,2.0,17.28,9.69,,,
2019-07-05,55436.0,Zch_Rosengartenstrasse,31.96,71.71,63.12,63.95,126.38,1.0,20.81,12.97,,,
2019-07-06,0.0,Zch_Rosengartenstrasse,25.6,58.59,51.16,56.76,108.36,0.0,22.02,14.99,,,
2019-07-07,0.0,Zch_Rosengartenstrasse,11.64,34.04,27.14,76.6,109.68,0.0,13.27,9.07,,,
2019-07-08,0.0,Zch_Rosengartenstrasse,20.98,32.74,33.95,56.07,72.52,0.0,14.94,10.22,,,
2019-07-09,0.0,Zch_Rosengartenstrasse,26.93,34.11,39.42,68.9,103.13,0.0,15.48,9.52,,,
2019-07-10,0.0,Zch_Rosengartenstrasse,34.1,47.8,52.34,62.65,91.31,0.0,13.43,7.01,,,
2019-07-11,54318.0,Zch_Rosengartenstrasse,29.72,58.2,54.26,35.68,61.8,0.0,16.61,9.5,,,
2019-07-12,55142.0,Zch_Rosengartenstrasse,45.87,50.47,63.17,35.04,78.49,0.0,15.1,9.56,,,
2019-07-13,45666.0,Zch_Rosengartenstrasse,11.4,28.27,23.92,56.97,79.63,0.0,9.66,6.81,,,
2019-07-14,38510.0,Zch_Rosengartenstrasse,11.22,22.69,20.86,61.15,89.76,0.0,11.15,7.83,,,
2019-07-15,50485.0,Zch_Rosengartenstrasse,26.73,34.64,39.55,47.38,81.71,0.0,,,,,
2019-07-16,50595.0,Zch_Rosengartenstrasse,25.69,44.71,43.98,64.24,96.0,0.0,,,,,
2019-07-17,50163.0,Zch_Rosengartenstrasse,30.94,57.64,54.95,56.43,101.01,0.0,14.8,9.65,,,
2019-07-18,50805.0,Zch_Rosengartenstrasse,30.52,60.28,55.99,62.39,105.57,0.0,16.8,9.68,,,
2019-07-19,50860.0,Zch_Rosengartenstrasse,28.12,56.95,52.33,65.14,101.64,0.0,18.9,11.22,,,
2019-07-20,40631.0,Zch_Rosengartenstrasse,20.83,48.1,41.85,57.28,99.42,0.0,18.17,11.57,,,
2019-07-21,35683.0,Zch_Rosengartenstrasse,13.71,34.25,28.9,56.96,81.16,0.0,14.3,10.21,,,
2019-07-22,45187.0,Zch_Rosengartenstrasse,25.54,51.12,47.21,50.71,107.61,0.0,15.13,10.01,,,
2019-07-23,46420.0,Zch_Rosengartenstrasse,13.17,41.23,32.12,75.78,134.65,4.0,18.28,11.76,,,
2019-07-24,44939.0,Zch_Rosengartenstrasse,17.85,65.6,48.62,65.77,127.46,3.0,21.01,13.68,,,
2019-07-25,46065.0,Zch_Rosengartenstrasse,6.41,46.35,29.38,87.81,162.02,8.0,23.49,15.73,,,
2019-07-26,47059.0,Zch_Rosengartenstrasse,17.59,53.16,41.9,88.58,138.27,3.0,20.71,12.41,,,
2019-07-27,37956.0,Zch_Rosengartenstrasse,12.75,32.82,27.38,80.85,122.59,1.0,10.49,7.17,,,
2019-07-28,32075.0,Zch_Rosengartenstrasse,8.25,18.59,16.33,44.94,59.65,0.0,8.98,6.33,,,
2019-07-29,44697.0,Zch_Rosengartenstrasse,24.5,35.1,38.0,49.51,81.44,0.0,10.19,6.65,,,
2019-07-30,45422.0,Zch_Rosengartenstrasse,29.08,39.62,44.03,54.68,92.77,0.0,12.65,7.91,,,
2019-07-31,47527.0,Zch_Rosengartenstrasse,29.71,41.32,45.43,48.24,66.74,0.0,11.94,7.42,,,
2019-08-01,29403.0,Zch_Rosengartenstrasse,10.9,28.02,23.39,62.37,100.22,0.0,15.01,10.64,,,
2019-08-02,41610.0,Zch_Rosengartenstrasse,20.83,40.01,37.62,54.41,74.45,0.0,15.6,11.11,,,
2019-08-03,34750.0,Zch_Rosengartenstrasse,13.06,31.28,26.83,62.41,99.09,0.0,11.44,7.67,,,
2019-08-04,32082.0,Zch_Rosengartenstrasse,11.43,34.22,27.06,72.79,120.38,1.0,12.9,9.08,,,
2019-08-05,44502.0,Zch_Rosengartenstrasse,23.02,47.23,43.15,63.06,106.86,0.0,15.93,10.0,,,
2019-08-06,47233.0,Zch_Rosengartenstrasse,46.03,53.71,64.99,48.88,73.28,0.0,15.84,10.48,,,
2019-08-07,48102.0,Zch_Rosengartenstrasse,41.16,51.55,59.96,33.17,66.26,0.0,13.38,8.55,,,
2019-08-08,48975.0,Zch_Rosengartenstrasse,32.12,43.38,48.44,35.79,76.5,0.0,12.33,8.24,,,
2019-08-09,48699.0,Zch_Rosengartenstrasse,34.61,54.22,56.1,39.48,73.33,0.0,14.01,8.71,,,
2019-08-10,41424.0,Zch_Rosengartenstrasse,24.6,35.43,38.25,43.6,71.24,0.0,9.5,6.51,,,
2019-08-11,39407.0,Zch_Rosengartenstrasse,17.63,24.99,27.21,42.75,84.4,0.0,10.8,6.93,,,
2019-08-12,49325.0,Zch_Rosengartenstrasse,35.9,40.57,49.99,34.42,50.11,0.0,10.48,6.3,,,
2019-08-13,49783.0,Zch_Rosengartenstrasse,36.49,43.24,51.87,36.77,58.14,0.0,9.8,6.2,,,
2019-08-14,50982.0,Zch_Rosengartenstrasse,41.41,50.0,59.35,41.88,80.61,0.0,12.13,7.54,,,
2019-08-15,51965.0,Zch_Rosengartenstrasse,38.88,43.89,54.12,28.38,50.0,0.0,12.1,7.43,,,
2019-08-16,52766.0,Zch_Rosengartenstrasse,43.51,50.63,61.36,36.05,77.24,0.0,11.77,7.44,,,
2019-08-17,44839.0,Zch_Rosengartenstrasse,24.95,41.91,41.92,36.24,68.57,0.0,12.74,8.48,,,
2019-08-18,39477.0,Zch_Rosengartenstrasse,18.88,40.12,36.12,48.49,88.77,0.0,13.39,8.71,,,
2019-08-19,50620.0,Zch_Rosengartenstrasse,35.0,44.6,51.38,40.8,72.44,0.0,9.39,5.98,,,
2019-08-20,51299.0,Zch_Rosengartenstrasse,33.37,36.56,45.87,23.58,57.41,0.0,10.99,7.52,,,
2019-08-21,52897.0,Zch_Rosengartenstrasse,29.43,34.19,41.48,52.52,69.08,0.0,9.89,6.33,,,
2019-08-22,53372.0,Zch_Rosengartenstrasse,39.25,36.33,50.47,27.22,58.29,0.0,14.15,9.5,,,
2019-08-23,54753.0,Zch_Rosengartenstrasse,38.49,40.02,51.79,25.47,74.4,0.0,17.91,12.75,,,
2019-08-24,47427.0,Zch_Rosengartenstrasse,31.61,43.61,48.15,31.01,82.52,0.0,19.66,15.15,,,
2019-08-25,42384.0,Zch_Rosengartenstrasse,21.91,49.22,43.31,37.51,90.06,0.0,18.53,14.09,,,
2019-08-26,51515.0,Zch_Rosengartenstrasse,41.43,59.45,64.3,44.87,102.3,0.0,19.43,13.08,,,
2019-08-27,52338.0,Zch_Rosengartenstrasse,41.26,70.3,69.84,41.8,104.84,0.0,20.82,13.87,,,
2019-08-28,54118.0,Zch_Rosengartenstrasse,31.75,60.99,57.35,60.58,118.0,0.0,20.4,13.4,,,
2019-08-29,54514.0,Zch_Rosengartenstrasse,34.97,54.44,56.51,59.26,105.82,0.0,13.7,8.67,,,
2019-08-30,55448.0,Zch_Rosengartenstrasse,34.75,49.09,53.53,48.03,109.19,0.0,18.66,11.73,,,
2019-08-31,49948.0,Zch_Rosengartenstrasse,24.88,51.45,46.85,47.02,94.17,0.0,18.62,13.24,,,
2019-09-01,43234.0,Zch_Rosengartenstrasse,20.38,39.31,36.9,50.17,72.26,0.0,12.55,8.29,,,
2019-09-02,51910.0,Zch_Rosengartenstrasse,34.81,37.78,47.66,34.19,56.23,0.0,15.25,9.17,,,
2019-09-03,51687.0,Zch_Rosengartenstrasse,38.32,44.14,53.81,32.77,87.59,0.0,17.4,11.45,,,
2019-09-04,52759.0,Zch_Rosengartenstrasse,36.42,57.51,59.27,37.96,88.39,0.0,17.0,10.81,,,
2019-09-05,53414.0,Zch_Rosengartenstrasse,34.63,47.86,52.79,28.01,36.85,0.0,13.97,8.44,,,
2019-09-06,56462.0,Zch_Rosengartenstrasse,48.99,41.52,60.98,24.91,38.8,0.0,14.63,9.93,,,
2019-09-07,49489.0,Zch_Rosengartenstrasse,31.65,44.89,48.85,35.26,63.24,0.0,13.83,9.63,,,
2019-09-08,43614.0,Zch_Rosengartenstrasse,18.33,31.22,31.02,38.95,59.44,0.0,7.61,5.35,,,
2019-09-09,50879.0,Zch_Rosengartenstrasse,34.49,41.82,49.52,36.28,71.36,0.0,9.55,6.12,,,
2019-09-10,52509.0,Zch_Rosengartenstrasse,33.29,38.18,46.66,33.45,67.97,0.0,12.0,7.05,,,
2019-09-11,53748.0,Zch_Rosengartenstrasse,40.32,52.02,59.53,33.55,59.72,0.0,15.65,10.66,,,
2019-09-12,54983.0,Zch_Rosengartenstrasse,51.06,63.68,74.24,28.47,77.23,0.0,15.94,10.01,,,
2019-09-13,55865.0,Zch_Rosengartenstrasse,42.61,61.39,66.27,30.54,80.38,0.0,17.52,11.06,,,
2019-09-14,50289.0,Zch_Rosengartenstrasse,20.78,37.32,36.18,43.43,90.17,0.0,15.34,10.82,,,
2019-09-15,43243.0,Zch_Rosengartenstrasse,25.56,45.97,44.53,29.15,73.98,0.0,16.94,12.63,,,
2019-09-16,51586.0,Zch_Rosengartenstrasse,46.22,57.67,67.22,31.75,76.01,0.0,17.69,10.82,,,
2019-09-17,52348.0,Zch_Rosengartenstrasse,31.95,50.35,51.94,43.8,68.97,0.0,16.08,9.18,,,
2019-09-18,53565.0,Zch_Rosengartenstrasse,24.31,32.13,36.29,54.72,73.43,0.0,16.65,8.87,,,
2019-09-19,53630.0,Zch_Rosengartenstrasse,32.99,35.68,45.1,49.72,68.24,0.0,17.6,8.08,,,
2019-09-20,55423.0,Zch_Rosengartenstrasse,38.79,40.3,52.18,40.91,62.78,0.0,17.28,8.77,,,
2019-09-21,49845.0,Zch_Rosengartenstrasse,24.13,42.36,41.5,40.58,74.97,0.0,20.12,12.74,,,
2019-09-22,42536.0,Zch_Rosengartenstrasse,18.93,41.77,37.02,42.38,85.0,0.0,19.48,13.36,,,
2019-09-23,52161.0,Zch_Rosengartenstrasse,47.46,47.57,62.93,32.24,74.27,0.0,8.96,5.67,,,
2019-09-24,53252.0,Zch_Rosengartenstrasse,46.56,37.7,57.04,9.44,18.58,0.0,17.37,10.04,,,
2019-09-25,55424.0,Zch_Rosengartenstrasse,45.1,41.41,57.81,23.78,51.61,0.0,10.94,6.52,,,
2019-09-26,56226.0,Zch_Rosengartenstrasse,53.9,44.0,66.22,19.37,40.93,0.0,10.97,6.99,,,
2019-09-27,56795.0,Zch_Rosengartenstrasse,46.75,37.54,57.12,26.41,53.38,0.0,11.89,6.69,,,
2019-09-28,51469.0,Zch_Rosengartenstrasse,20.66,35.6,35.18,39.43,58.83,0.0,9.04,5.91,,,
2019-09-29,44748.0,Zch_Rosengartenstrasse,24.53,36.73,38.88,36.33,77.05,0.0,10.61,6.5,,,
2019-09-30,52820.0,Zch_Rosengartenstrasse,23.33,35.02,37.02,42.2,76.21,0.0,10.38,5.94,,,
2019-10-01,54177.0,Zch_Rosengartenstrasse,50.57,43.35,63.21,29.67,59.98,0.0,12.29,6.93,,,
2019-10-02,54909.0,Zch_Rosengartenstrasse,30.62,35.55,43.13,37.44,60.45,0.0,7.68,5.02,,,
2019-10-03,55137.0,Zch_Rosengartenstrasse,35.88,45.99,52.82,27.8,53.9,0.0,10.55,6.95,,,
2019-10-04,55745.0,Zch_Rosengartenstrasse,49.83,45.58,63.79,19.55,39.26,0.0,11.64,7.58,,,
2019-10-05,48587.0,Zch_Rosengartenstrasse,16.65,27.1,27.51,34.62,47.12,0.0,8.54,5.92,,,
2019-10-06,42408.0,Zch_Rosengartenstrasse,20.1,24.26,28.81,22.71,55.62,0.0,12.34,9.2,,,
2019-10-07,49520.0,Zch_Rosengartenstrasse,42.54,44.39,57.32,23.4,56.26,0.0,9.97,6.34,,,
2019-10-08,50313.0,Zch_Rosengartenstrasse,56.44,45.41,69.0,14.51,31.36,0.0,12.04,7.15,,,
2019-10-09,52046.0,Zch_Rosengartenstrasse,34.89,43.5,50.72,26.48,45.84,0.0,8.4,5.52,,,
2019-10-10,50570.0,Zch_Rosengartenstrasse,27.44,36.61,41.15,34.59,52.29,0.0,9.09,5.72,,,
2019-10-11,52671.0,Zch_Rosengartenstrasse,71.82,48.84,83.12,13.58,42.2,0.0,12.81,7.62,,,
2019-10-12,46562.0,Zch_Rosengartenstrasse,49.44,45.58,63.47,18.79,54.8,0.0,14.37,7.99,,,
2019-10-13,42762.0,Zch_Rosengartenstrasse,34.83,42.77,50.29,22.46,58.55,0.0,13.67,8.08,,,
2019-10-14,49405.0,Zch_Rosengartenstrasse,62.64,53.94,78.43,13.69,47.61,0.0,23.49,12.13,,,
2019-10-15,50383.0,Zch_Rosengartenstrasse,33.58,41.53,48.64,25.7,59.69,0.0,14.42,9.1,,,
2019-10-16,51890.0,Zch_Rosengartenstrasse,41.41,45.64,57.07,30.19,62.08,0.0,10.23,6.02,,,
2019-10-17,52483.0,Zch_Rosengartenstrasse,48.63,47.0,63.57,19.49,43.8,0.0,12.99,7.33,,,
2019-10-18,53583.0,Zch_Rosengartenstrasse,53.57,45.34,66.66,17.8,44.89,0.0,13.16,7.96,,,
2019-10-19,48155.0,Zch_Rosengartenstrasse,26.7,34.17,39.27,23.22,36.74,0.0,10.53,7.22,,,
2019-10-20,40958.0,Zch_Rosengartenstrasse,25.92,24.18,33.43,7.77,15.53,0.0,19.27,14.8,,,
2019-10-21,51531.0,Zch_Rosengartenstrasse,49.97,40.21,61.09,11.96,30.95,0.0,15.72,10.23,,,
2019-10-22,53061.0,Zch_Rosengartenstrasse,35.87,34.04,46.56,9.64,33.9,0.0,20.01,13.86,,,
2019-10-23,53719.0,Zch_Rosengartenstrasse,44.46,35.62,54.27,8.88,18.29,0.0,29.62,20.95,,,
2019-10-24,54658.0,Zch_Rosengartenstrasse,54.27,40.64,64.76,9.22,41.3,0.0,21.75,13.3,,,
2019-10-25,56898.0,Zch_Rosengartenstrasse,45.49,49.05,62.12,17.12,52.73,0.0,15.6,9.26,,,
2019-10-26,52771.0,Zch_Rosengartenstrasse,59.07,44.31,70.53,6.05,26.24,0.0,19.61,13.9,,,
2019-10-27,46624.0,Zch_Rosengartenstrasse,35.56,43.08,51.04,15.02,53.39,0.0,17.98,11.91,,,
2019-10-28,53589.0,Zch_Rosengartenstrasse,30.73,36.69,43.82,9.48,20.62,0.0,18.12,11.76,,,
2019-10-29,54444.0,Zch_Rosengartenstrasse,34.98,29.0,43.21,12.63,29.67,0.0,13.37,9.78,,,
2019-10-30,57049.0,Zch_Rosengartenstrasse,37.56,34.32,48.06,14.0,33.47,0.0,16.29,10.53,,,
2019-10-31,58183.0,Zch_Rosengartenstrasse,41.79,30.24,49.32,6.81,16.93,0.0,17.2,12.32,,,
2019-11-01,59956.0,Zch_Rosengartenstrasse,58.9,34.02,65.01,6.49,25.95,0.0,19.89,14.26,,,
2019-11-02,52461.0,Zch_Rosengartenstrasse,34.84,37.95,47.78,21.48,49.52,0.0,9.68,6.6,,,
2019-11-03,45199.0,Zch_Rosengartenstrasse,16.98,29.13,28.85,37.34,68.18,0.0,7.49,5.02,,,
2019-11-04,52572.0,Zch_Rosengartenstrasse,41.73,38.74,53.72,34.15,58.85,0.0,8.01,4.88,,,
2019-11-05,54441.0,Zch_Rosengartenstrasse,44.94,48.05,61.16,27.78,58.24,0.0,10.68,6.12,,,
2019-11-06,55683.0,Zch_Rosengartenstrasse,45.9,45.76,60.73,25.68,46.93,0.0,8.46,5.52,,,
2019-11-07,55986.0,Zch_Rosengartenstrasse,53.12,43.65,65.41,16.9,37.84,0.0,10.49,6.68,,,
2019-11-08,57338.0,Zch_Rosengartenstrasse,44.66,50.59,62.26,20.34,48.32,0.0,9.51,6.56,,,
2019-11-09,50639.0,Zch_Rosengartenstrasse,29.82,39.99,44.82,10.41,32.03,0.0,15.75,12.44,,,
2019-11-10,43187.0,Zch_Rosengartenstrasse,32.25,35.68,44.51,9.85,24.25,0.0,18.51,15.26,,,
2019-11-11,52694.0,Zch_Rosengartenstrasse,39.27,36.99,50.83,16.29,27.74,0.0,19.38,14.94,,,
2019-11-12,54255.0,Zch_Rosengartenstrasse,51.63,52.43,68.81,21.88,45.59,0.0,11.86,7.61,,,
2019-11-13,55212.0,Zch_Rosengartenstrasse,51.67,56.38,70.91,12.47,41.09,0.0,13.21,8.23,,,
2019-11-14,55418.0,Zch_Rosengartenstrasse,46.06,49.83,62.99,5.28,16.68,0.0,16.9,10.87,,,
2019-11-15,57286.0,Zch_Rosengartenstrasse,46.25,49.11,62.76,7.63,22.59,0.0,14.96,10.6,,,
2019-11-16,51503.0,Zch_Rosengartenstrasse,45.01,41.62,57.85,7.64,35.37,0.0,21.52,16.75,,,
2019-11-17,43573.0,Zch_Rosengartenstrasse,25.9,30.09,36.5,11.39,25.17,0.0,17.54,14.46,,,
2019-11-18,52963.0,Zch_Rosengartenstrasse,38.85,45.88,55.14,24.65,44.78,0.0,9.66,6.42,,,
2019-11-19,54715.0,Zch_Rosengartenstrasse,54.48,48.28,68.92,8.85,26.91,0.0,17.57,11.11,,,
2019-11-20,54640.0,Zch_Rosengartenstrasse,29.39,36.82,42.81,9.42,19.93,0.0,26.45,18.59,,,
2019-11-21,55769.0,Zch_Rosengartenstrasse,36.56,38.68,49.54,14.2,29.07,0.0,27.69,21.3,,,
2019-11-22,57931.0,Zch_Rosengartenstrasse,39.97,39.27,52.58,11.81,24.02,0.0,27.85,21.26,,,
2019-11-23,51058.0,Zch_Rosengartenstrasse,64.51,49.77,77.74,4.34,9.26,0.0,17.58,12.28,,,
2019-11-24,43706.0,Zch_Rosengartenstrasse,62.71,48.54,75.66,3.22,14.5,0.0,18.35,13.95,,,
2019-11-25,53006.0,Zch_Rosengartenstrasse,54.14,45.9,67.41,7.83,18.71,0.0,26.14,18.87,,,
2019-11-26,54409.0,Zch_Rosengartenstrasse,85.32,43.78,91.3,2.05,6.3,0.0,34.56,24.28,,,
2019-11-27,55979.0,Zch_Rosengartenstrasse,49.9,44.3,63.17,18.11,54.24,0.0,13.76,10.07,,,
2019-11-28,56050.0,Zch_Rosengartenstrasse,30.53,36.2,43.4,44.48,62.42,0.0,7.35,4.76,,,
2019-11-29,58244.0,Zch_Rosengartenstrasse,29.99,38.24,44.04,35.67,56.99,0.0,7.5,5.06,,,
2019-11-30,52186.0,Zch_Rosengartenstrasse,21.22,33.96,34.77,35.72,46.11,0.0,13.63,10.0,,,
2019-12-01,44230.0,Zch_Rosengartenstrasse,23.25,32.62,35.7,14.83,29.26,0.0,18.21,14.6,,,
2019-12-02,53206.0,Zch_Rosengartenstrasse,46.49,38.32,57.31,15.21,35.28,0.0,21.81,16.94,,,
2019-12-03,54442.0,Zch_Rosengartenstrasse,46.82,47.77,62.52,20.75,39.15,0.0,20.35,14.94,,,
2019-12-04,55378.0,Zch_Rosengartenstrasse,48.7,50.31,65.35,7.22,14.37,0.0,31.77,22.53,,,
2019-12-05,56157.0,Zch_Rosengartenstrasse,54.98,44.36,67.28,6.83,18.24,0.0,28.08,21.73,,,
2019-12-06,59110.0,Zch_Rosengartenstrasse,85.68,55.75,97.85,4.25,9.81,0.0,24.08,17.89,,,
2019-12-07,51830.0,Zch_Rosengartenstrasse,36.66,50.39,55.74,24.46,53.45,0.0,11.74,8.11,,,
2019-12-08,44560.0,Zch_Rosengartenstrasse,24.81,36.29,38.87,32.42,63.36,0.0,9.57,6.78,,,
2019-12-09,53846.0,Zch_Rosengartenstrasse,26.71,32.84,38.59,47.75,73.83,0.0,8.67,5.58,,,
2019-12-10,55601.0,Zch_Rosengartenstrasse,53.39,57.89,73.08,23.94,49.51,0.0,14.72,8.13,,,
2019-12-11,55820.0,Zch_Rosengartenstrasse,85.26,66.98,103.38,9.68,30.8,0.0,16.55,9.42,,,
2019-12-12,57516.0,Zch_Rosengartenstrasse,53.7,55.78,72.22,24.45,50.02,0.0,10.89,7.51,,,
2019-12-13,58274.0,Zch_Rosengartenstrasse,42.74,47.97,59.35,35.11,66.3,0.0,10.1,6.65,,,
2019-12-14,50290.0,Zch_Rosengartenstrasse,14.8,29.44,27.26,60.09,78.12,0.0,8.34,5.54,,,
2019-12-15,43685.0,Zch_Rosengartenstrasse,27.12,41.08,43.23,35.69,59.12,0.0,8.01,5.61,,,
2019-12-16,53046.0,Zch_Rosengartenstrasse,107.06,62.71,118.63,5.01,21.38,0.0,17.95,10.63,,,
2019-12-17,55125.0,Zch_Rosengartenstrasse,135.12,57.0,138.14,1.49,2.6,0.0,24.27,15.7,,,
2019-12-18,55818.0,Zch_Rosengartenstrasse,135.84,62.21,141.45,1.77,3.62,0.0,27.66,15.25,,,
2019-12-19,56588.0,Zch_Rosengartenstrasse,140.16,52.87,140.02,1.4,2.34,0.0,29.59,18.31,,,
2019-12-20,57064.0,Zch_Rosengartenstrasse,93.02,51.39,101.45,11.56,47.0,0.0,18.1,11.53,,,
